marker_id,corpus,split,wearer,meeting_id,preceding_turns,wearer_next_utterance,wearer_profile_terms,wearer_past_context,label,notes,annotator,saved_at
icsi/Train/000040/24122,icsi,Train,fe016,Bdb001,"Speaker 2: Right? So if you suddenly decide that you want
User: You have to make a different type.
Speaker 2: Yeah. You'd have to make a different type.
User: So Well, if you look at it and Um, I guess in my mind I don't know enough Jane would know better, about the types of annotations and and But I imagine that those are things that would well, you guys mentioned this, that could span any it could be in its own channel, it could span time boundaries of any type, it could be instantaneous, things like that. Um,
Speaker 2: Right.","backtraces at the phone - level. If if it can handle that, it could handle states or whatever.","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)","[Bmr012] Yeah. No I think it's really, I mean this way we least have a baseline we know that for instance the transcripts are very good so once you can get to the words that the recognizer which is a total subset of the things you need to understand the the text
[Bmr005] Now, why do you need to mark speaker overlap by hand if you can infer it from the relative energy in the I mean, you shouldn't need to do this p completely by hand, right?
[Bmr011] No, we used the fact that So when Jane transcribes them the way she has transcribers doing this, whether it's with the pre - segmentation or not,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000286/49421,icsi,Train,me025,Bsr001,"Speaker 1: OK.
Speaker 3: This is this is the same same company that may be doing the transcripts for us, may be giving us
User: The same it might be the same company or it might be a different company. There's another company which also has a apparently has purchased a very
Speaker 2: Right.
Speaker 3: may be giving us, uh - huh.","Um, and so if we if they could lend us that, we could imagine doing these kinds of recordings. I mean that you know, that like you said, the fundamental thing is","channels(7), table(7), dan(6), tools(6), microphones(5), transcriber(5), equipment(4), mikes(4), wireless(4), eric(4), project(4), pzm number(4), tcl(4), machine(3), pc(3), transcript number(3), whole thing(3), head(3), pda(3), software(3)","[Bmr002] "" Transcriber was developed with the scripting language TCL TK and C extensions. It relies on the Snack sound extension, which allows support for most common audio formats.""
[Bmr001] Um, it's it's gonna b it's for reasons because of the microphones runs we want that chunk there. There's more equipment in there.
[Bmr003] So there are actually six XLR outs on the back of the radio receiver and only five cables going in, I had the wrong five, so I ended up not recording one of the channels and recording the mix.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000147/9392,icsi,Val,me011,Bed002,"Speaker 2: Right.
User: So I think that it's better just as a pro post - process to edit out every time you bash Microsoft. You know?
Speaker 3: Mm - hmm.
Speaker 2: Right. Um, OK. So why don't you tell us briefly your give give your e normal schpiel.
User: OK. So th Um. So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um. So my particular interest is in the PDA of the future. This is a mock - up of one. Yes, we do believe the PDA of the future will be made of wood. Um. The idea is that you'd be able to put a PDA at the table at an impromptu meeting, and record it, and then be able to do querying and retrieval later on, on the meeting. So that's my particular interest, is a portable device to do m uh, information retrieval on meetings. Other people are interested in other aspects of meetings. Um. So the first step on that, in any of these, is to collect some data. And so what we wanted is a room that's instrumented with both the table top microphones, and these are very high quality pressure zone mikes, as well as the close talking mikes. What the close talk ng talking mikes gives us is some ground truth, gives us, um, high quality audio, um, especially for people who aren't interested in the acoustic parts of this corpus. So, for people who are more interested in language, we didn't want to penalize them by having only the far field mikes available. And then also, um, it's a very, very hard task in terms of speech recognition.","And then, all these channels are recorded simultaneously and framed synchronously so that you can also do things like, um, beam - forming on all the microphones and do research like that.","jane(38), form(30), dan(30), transcription(17), thanks(15), iram(14), overlap(13), transcriber(11), tools(11), forms(10), mikes(10), table(10), project(10), corpus(10), broadcast news(10), region(10), meeting recorder(9), p z ms(9), speaker(9), user interface(9)","[Bmr012] which needs to be filled out every time, the speaker form only once, the digit form every time even if you don't read the digits you have to fill out the digits form so that we know that you were at the meeting.
[Bmr008] So one of the things that I've been doing with the digits forms is I've been adding more and more speaker specific information to them and it's getting pretty crowded and you have to fill it out each time.
[Bmr005] and I haven't I don't what I'm working on was working on was getting it to a form where we can import it into the user interface that we have, into Transcriber.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000216/8555,icsi,Train,me013,Bro003,"Speaker 6: Yeah. Sure.
User: OK, so if if everybody can get here at six.
Speaker 4: At six.
User: Yeah, I'm afraid we need to do that to get there on time. Yeah, so.
Speaker 6: Six, OK.","Oh boy. Anyway, so.","ibm(8), discussion(7), jane(6), uw(6), forty - five minutes(6), hour(5), mari(5), list(5), queries(5), dan(4), suggestion(4), level(4), questions(4), echo cancellation(4), effect(4), event(4), events(4), filter(4), rate(4), twelve minutes(4)","[Bsr001] at any level can have access to all of it so you guys can have it, UW can have it, we can have it, and IBM can have it, and
[Bmr005] Then we'll figure out the right the right set of weights for your taps for your filter in order to produce the effect of those those echos.
[Buw001] major communications between Dan and UW folks as to",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000378/104567,icsi,Test,mn015,Bed015,"User: Fri - uh, Thursday's my last day here. So
Speaker 4: Fri -
Speaker 2: OK.
Speaker 5: Yeah.
User: I would suggest as soon as possible. Do you mean by we, the whole ben gang?",We can do it Th - Thursday again. Yeah.,"german(29), nuh(27), ontology(23), input(22), johno(20), discourse(20), user(19), object(18), xml(18), bayes(18), belief(17), intention(17), smartkom(17), net(15), parser(15), fey(15), friday(14), bayes - net(14), bhaskara(13), heidelberg(13)","[Bed014] The uh, Java the embedded Bayes wants to take input uh, uh, a Bayes - net in in some Java notation
[Bed004] not really as a Bayes - net as John Johno said.
[Bed013] So define the the input into the Bayes - net",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000342/39001,icsi,Train,mn007,Bro022,"User: So, yeah. It it might be that what I did is so, removes like low, um, uh low - energy, uh, speech frames. Because the way I do it is I just I just combine the two decisions so, the one from the MLP and the one from the energy - based with the with the and operator. So, I only keep the frames where the two agree that it's speech. So if the energy - based dropped dropped low - energy speech, mmm, they they are they are lost. Mmm.
Speaker 1: Mm - hmm.
User: But s still, the way it's done right now it it helps on on the noises where it seems to help on the noises where our VAD was not very good.
Speaker 1: Well, I guess I mean, one could imagine combining them in different ways. But but, I guess what you're saying is that the the MLP - based one has the spectral information.
User: Yeah.",But,"italian(32), vad(26), plp(23), spectral subtraction(21), msg(20), network(20), lda(19), aurora(18), result(18), french(17), networks(16), spanish(16), training(16), ti - digits(16), variance(16), ogi(15), table(14), klt(14), htk(13), mfcc(13)","[Bro004] Um. We've trained uh several neural networks on so on the TI - digits English and on the Italian data and also on the broad uh English uh French and uh Spanish databases.
[Bro005] Yeah, that's without the neural net and that's the result basically that OGI has also with the MFCC with on - line normalization.
[Bro008] So this would be the first thing, and then, of course, try to well, kind of debug what was wrong, eh, when we do Aurora test on the MSG particularly, and on the multi - band.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000334/23013,icsi,Test,mn007,Bro012,"Speaker 2: Yeah.
Speaker 4: Sorry.
User: Oh yeah. For Finnish, we start to ninety - three point eight - four and we go to ninety - three point seventy - four. And for Spanish we are we were at ninety - five point O five and we go to ninety - three - s point sixty one. So.
Speaker 2: OK, so we are getting hurt somewhat. And is that wh what do you know what piece you've done several changes here. Uh, do you know what pie
User: Yeah. I guess I guess it's it's the filter.","nnn,","italian(23), plp(21), network(18), french(17), networks(14), spanish(14), training(14), htk(12), table(12), klt(12), msg(11), multi - band(11), net(11), mlp(11), timit(10), delta(10), delay(10), ogi(9), phonemes(9), testing(9)","[Bro005] And training the net on French only and Spanish only and testing on,
[Bro004] Um. We've trained uh several neural networks on so on the TI - digits English and on the Italian data and also on the broad uh English uh French and uh Spanish databases.
[Bro003] I mean, uh, training training a net on a language and testing a for another language.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000251/1531,icsi,Train,me018,Bmr018,"Speaker 4: Hmm, no connection.
Speaker 3: It's i they're called temp files, but they're not actually in the temp directory they're in the scratch, so. They're not backed up, but they're not erased either on power failure.
Speaker 6: But that's usually the meeting that I recorded, and it neve it doesn't crash on me.
Speaker 3: Oh well.
User: Well this wasn't Actually, this wasn't a before your meeting, this was, um, Tuesday afternoon when, um,","uh, Robert just wanted to do a little recording, and the power had gone out earlier in the day.","models(16), aurora(10), net(10), timit(9), state(8), experiment(8), htk(8), boundaries(8), slash - scratch(7), mikes(7), energy(7), silence model(7), phones(6), silence(6), ti - digits(6), backchannel(6), gaussians(6), phone(5), experiments(5), hynek(5)","[Bro011] and it's tied to the center state of the silence model so it's not its own
[Bro004] So that the the silence model in HTK will always pick it up.
[Bro012] The silence model expected duration was really different. And so in the case where um it had a better score, the silence model expected duration was much longer. So it was like it was a better match. I think you know if we",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000174/4317,icsi,Val,me011,Bns001,"Speaker 2: OK. You have to stay all the time here?
User: I don't have to Um.
Speaker 2: But ch you wanna do?
User: Well It's just At the end of the meeting, don't turn off the mikes just leave them on.
Speaker 4: OK.","Actually could y actually, could you call me, At the end of the meeting? I'll leave my number on the board there","jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)","[Bmr005] and I haven't I don't what I'm working on was working on was getting it to a form where we can import it into the user interface that we have, into Transcriber.
[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bmr006] Yeah, I I should've checked with Jane first, but the ch the form has changed.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000040/18939,icsi,Train,fe016,Bdb001,"User: I mean, you you could
Speaker 1: You could probably translate between them.
User: Yeah, that's w So, OK.
Speaker 2: Yep. So, well, the other thing is if we choose to use ATLAS, which maybe we should just do, we should just throw this out before we invest a lot of time in it.
User: I don't So this is what the meeting's about, just sort of how to Um, cuz we need to come up with a database like this just to do our work. And I actually don't","care, as long as it's something useful to other people, what we choose. So maybe it's","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)","[Bmr012] Yeah. No I think it's really, I mean this way we least have a baseline we know that for instance the transcripts are very good so once you can get to the words that the recognizer which is a total subset of the things you need to understand the the text
[Bmr005] Now, why do you need to mark speaker overlap by hand if you can infer it from the relative energy in the I mean, you shouldn't need to do this p completely by hand, right?
[Bmr011] No, we used the fact that So when Jane transcribes them the way she has transcribers doing this, whether it's with the pre - segmentation or not,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000227/12232,icsi,Train,me013,Bro016,"User: So, I mean, the insertions is is a symptom. It's a symptom that there's something, uh, wrong with the range.
Speaker 3: Right.
User: But there's uh, your your your substitutions tend to go up as well. So, uh, I I I think that,
Speaker 3: Mm - hmm.
User: uh, the most obvious thing is just the insertions, @ @. But Uh um. If you're operating in the wrong range I mean, that's why just in general, if you change what these these penalties and scaling factors are, you reach some point that's a that's a minimum. So. Um. Um. We do have to do well over a range of different conditions, some of which are noisier than others. Um. But, um, I think we may get a better handle on that if we if we see Um, I mean we ca it's if we actually could pick a a a more stable value for the range of these features, it, um, uh,","Even though it's it's it's true that in a real situation you can in fact adjust the these these scaling factors in the back - end, and it's ar artificial here that we're not adjusting those, you certainly don't wanna be adjusting those all the time. And if you have a nice front - end that's in roughly the right range","training(34), aurora(27), htk(27), energy(26), ibm(23), overlaps(23), ti - digits(22), jose(22), vad(22), discussion(21), plp(20), research(19), overlap(19), silence(19), chuck(19), switchboard(19), good thing(18), effect(17), language(17), microphones(16)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bmr018] let's see who was talking about earlier that the effect of having a lot more data is quite different in Switchboard than it is in in Broadcast News, yeah.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000212/43684,icsi,Train,me013,Bmr027,"Speaker 4: I agree with you. It's we could do it, uh I I could I'd be happy with either way, batch - wise What I was thinking Uh, so this one That was exactly right, that we had a uh, uh I I had wanted to get the entire set of twelve hours ready. Don't have it. But, uh, this was the biggest clump I could do by a time where I thought it was reasonable. People would be able to check it and still have it ready by then.
User: Mm - hmm.
Speaker 4: My, um I was thinking that with the NSA meetings, I'd like there are three of them, and they're uh, I I will have them done by Monday. Uh, unfortunately the time is later and I don't know how that's gonna work out, but I thought it'd be good to have that released as a clump, too, because then, you know, they're they they have a it it's in a category, it's not quite so distracting to them, is what I was thinking, and it's all in one chu But after that, when we're caught up a bit on this process, then, um, I could imagine sending them out periodically as they become available.
Speaker 3: OK.
Speaker 4: I could do it either way. I mean, it's a question of how distracting it is to the people who have to do the checking.",We heard anything from IBM? at all?,"training(41), plp(36), aurora(31), htk(31), ibm(30), energy(28), vad(25), discussion(24), ti - digits(24), andreas(24), log(24), range(23), overlaps(23), agenda(23), dave(23), switchboard(23), jose(22), silence(22), chuck(22), good thing(21)","[Bmr025] Andreas and and and Dave and Chuck and others with various kinds of runs uh um
[Bro019] That's that's what we're doing, yeah. Now there are some adaptation though, that that uh, Andreas has been playing with, but we're hop uh, actually uh, Dave and I were just talking earlier today about maybe at some point not that distant future, trying some of the techniques
[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000370/25063,icsi,Val,mn015,Bed006,"User: um well
Speaker 6: "" Die Dukes Von Hazard"" @ @ I want to see
User: The OK, so you don't know how the German dialogue uh the German the demo dialogue actually works. It works the first thing is what's, you know, showing on TV, and then the person is presented with what's running on TV in Germany on that day, on that evening
Speaker 1: Mm - hmm, mm - hmm.
User: and so you take one look at it and then you say"" well that's really nothing there's nothing for me there""",""" what's running in the cinemas?"" So maybe there's something better happening there. And then you get you're shown what movies play which films, and it's gonna be of course all the Heidelberg movies and","nuh(12), building(10), wizard(10), net(9), object(9), xml(9), input(8), parser(8), vista(8), belief(7), german(7), ontology(7), context(6), heidelberg(6), intention(6), human(5), intentions(5), johno(5), map(5), new york(5)","[Bed002] Um, from this, we can sometimes, you know an and that's that but that isn't that what we need for a belief - net anyhow? is sort of
[Bed005] And, um and now it's We have a complete English parser that does everything the German parser does.
[Bed004] you know if we have a a a belief - net interface.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000219/6664,icsi,Train,me013,Bro007,"Speaker 1: uh so the third and the fifth line of the table
User: So filt is what that is?
Speaker 1: Filt, yeah
Speaker 2: Yeah.
Speaker 1: Um yeah so it seems f for the the well match and mismatched condition it's uh it brings something. Uh but",Oh we can't do it. Oh OK.,"training(23), overlaps(22), energy(19), jose(19), language(17), ibm(16), htk(16), plp(16), jane(14), overlap(14), silence(14), other hand(13), msg(13), range(12), discussion(12), neural net(12), spanish(12), italian(11), list(10), chuck(10)","[Bro003] Um, so so you take PLP and you you, uh, do it uh, you you, uh, use HTK with it with the transformed features using a neural net that's trained.
[Bro005] I I don't mean matched, but uh use of Italian training in Italian digits for PLP only?
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000374/9659,icsi,Train,mn015,Bed011,"Speaker 4: Yeah.
User: And um And then after three tasks the system breaks down. And Fey comes on the phone as a human operator. And says"" Sorry the system broke down but let's continue."" And we sort of get the idea what people do when they s think they speak to a machine and what people say when they think they speak to a human, or know, or assume they speak to a human.
Speaker 3: OK. Huh.
Speaker 4: Mm - hmm. Mm - hmm.
User: That's the data collection.",And Fey has some thirty subjects lined up? Something?,"german(25), nuh(16), object(14), xml(14), johno(13), heidelberg(12), parser(12), wizard(12), building(11), input(11), intention(11), belief(10), net(10), friday(10), bhaskara(9), ontology(9), picture(9), smartkom(9), task(9), tower(9)","[Bed006] Um and then, secondly, we had, you may remember, um the problem with the re - phrasing, that subject always re - phrase sort of the task that uh we gave them, and so we had a meeting on Friday talking about how to avoid that, and it
[Bed005] We sort of t think that our bit in this problem is interesting, but, just to get from Powder - Tower to an object I ID in a database
[Bed002] Let me, uh, say one more thing. What we do know, is that the parser we use in the SmartKom system will never differentiate between any of these.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000141/32307,icsi,Train,me010,Bed011,"Speaker 6: But I mean i it seem that um there is a difference between going to see something, and things like"" exchange money"" or"" dine out"" uh
User: Oh, absolutely. Yeah.
Speaker 1: Yeah, this is where yeah th the function stuff is definitely different and the
Speaker 6: @ @ function, yeah.
Speaker 1: getting information or g stuff yeah. OK. But this is open. So since people gonna still pick something, we we're not gonna get any significant amount of redundancy.",We don't have enough.,"belief(36), ontology(25), net(21), robert(19), german(16), discourse(15), decision(14), - net(13), bhaskara(12), decisions(12), context(11), smartkom(11), xml(11), endpoint(11), johno(10), guys(9), nancy(9), notion(9), user(9), bayes(8)","[Bed010] the belief - net and the decisions now, which would be fine, it's probably
[Bed009] There's a first cut at a belief - net that that doesn't it isn't fully uh instantiated, and in particular some of the the combination rules and ways of getting the the conditional probabilities aren't there.
[Bed002] the y you know, belief - net package and tell us what it is, and give us a pointer so we can play with it or something.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000038/132447,icsi,Test,fe008,Btr002,"User: The only tags that you need to add, is So th uh, there's like one exception that's just microscopic, and that is, sometimes this is again really rare, sometimes I've run across the word"" noise"". And offhand, I don't know if that's a vocal noise or non - vocal noise.
Speaker 5: Mmm.
User: And so then I listen to it and I figure it out. But that's the only place you would use a"" vocal"""" non - vocal"" tag, where it's potentially ambiguous between those two categories. Cuz otherwise, what I do when I get these, is and of course I do my checks, and then I have a, um a script that I wrote which will separate everything in out that has curly brackets, do a listing of them, and then anything
Speaker 4: Mmm.
User: Some of them already have tags from some previous, uh, modification, but anything that doesn't, I just go through this list, and I I k tag it right then. And so, in one in one","in one change, I can modify, you know, five hundred","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000218/40503,icsi,Train,me013,Bro005,"Speaker 2: Yeah. @ @
User: The pronunciation models and so forth
Speaker 1: We It's single pronunciation, uh
User: Aha. I see.
Speaker 1: French French s uh, phoneme strings were corrected manually so we asked people to listen to the um the sentence and we gave the phoneme string and they kind of correct them. But still, @ @ there there might be errors just in the in in the ph string of phonemes. Mmm.",I thought some of the nets were trained with SPINE and so forth. So it And that has other noise.,"overlaps(18), ibm(16), jose(16), language(16), training(15), jane(12), overlap(12), discussion(11), spanish(11), other hand(10), list(10), htk(10), plp(10), ti - digits(9), energy(9), silence(9), aurora(9), research(8), effect(8), combinations(8)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr007] Uh, OK. So it sounds like the the three main things that we have to talk about are, uh this list, uh Jane and Jane and Adam have some research items, and, other than that, anything,
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000146/36952,icsi,Train,me011,Bdb001,"User: Transfer.
Speaker 1: the transfer format, uh, but then you store the data in the database, which
User: The, uh
Speaker 1: allows you to do all kinds of good search things in there.
User: One of the things that ATLAS is doing is they're trying to define an API which is independent of the back store,","so that, uh, you could define a single API and the the storage could be flat XML files or a database.","jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)","[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bed002] So this is The project is called Meeting Recorder and there are lots of different aspects of the project. Um.
[Bmr014] And so we could replace our wired mikes with wireless if we bought another base station and more wireless mikes.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000223/18551,icsi,Test,me013,Bro012,"Speaker 4: So. Which means that actually the weight on the well - matched is Well I well what what What happened is that if you have a small improvement or a small if on the well - matched case it will have uh huge influence on the improvement compared to the reference because the reference system is is is quite good for for the well - ma well - matched case also.
Speaker 3: So it it weights the improvement on the well - matched case really heavily compared to the improvement on the other cases?
Speaker 4: No, but it's the weighting of the of the improvement not of the error rate.
Speaker 3: Yeah. Yeah, and it's hard to improve on the on the best case, cuz it's already so good, right?
Speaker 4: Yeah but what I mean is that you can have a huge improvement on the H HMK's, uh like",So they do improvement in terms of uh accuracy? rather than word error rate?,"training(29), energy(24), overlaps(23), discussion(20), research(19), jose(19), silence(19), overlap(18), plp(18), ibm(17), htk(17), language(17), switchboard(17), microphones(16), ti - digits(16), good thing(16), jane(15), range(14), aurora(14), chuck(14)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr007] Uh, OK. So it sounds like the the three main things that we have to talk about are, uh this list, uh Jane and Jane and Adam have some research items, and, other than that, anything,
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000392/68736,icsi,Train,mn017,Bmr027,"Speaker 1: Should we do digits?
Speaker 6: Yeah.
Speaker 1: Uh. Transcript L one eight three nine, five zero zero, one four, four nine five, one four one, four seven, nine two, O six, eight eight eight nine three, four O seven, O five three seven three two six, five eight seven, nine nine seven nine six, seven O, three nine, four four, three three two six seven, O five six, seven one two six five O six, six four, seven one six one two zero, two two, nine four, O one Correction. O five, four four
User: Can I go next? Because I have to leave, actually.
Speaker 1: Yep. Go for it.","six eight six, six eight, two two six one two one, three two, nine five, three O, eight one seven five one nine, seven eight one one, one four one zero","sri(18), icsi(15), adaptation(14), models(13), sri system(12), switchboard(11), chuck(11), vtl(10), speaker(9), sri front - end(9), transcripts(8), overlap(8), don(8), vocal tract length normalization(8), plp(8), jane(7), laughter(7), recognizer(7), waveform(7), training(7)","[Bmr021] systems, because it's gender - dep you know, the SRI system is gender - dependent so to be comparable, I trained uh um on a sh on a so - called short training set
[Bmr012] And and feed them to feed them to the SRI recognizer and see if if the SRI front - end does something.
[Bmr023] w using the warp factors that we computed for the SRI system and just applying them to the ICSI front - end.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000142/35546,icsi,Val,me010,Bed014,"User: I don't know. I mean it th I can thi I can think of arguments in either direction on that. But somehow you want to do it.
Speaker 1: Mm - hmm. Well, it's just another, sort of, construction side is how to get at the possible inferences we can draw from the discourse history or changing of the probabilities, and - or
Speaker 2: Guess it's like I g The other thing is, whether you have a m m user model that has, you know, whatever, a current plan, whatever, plans that had been discussed, and I don't know, I mean
Speaker 4: What uh, what's the argument for putting it in the construction? Is it just that the s synonym selection is better, or?
User: Oh, wel Well, the ar the The argument is that you're gonna have the If you've recognized the word, you've recognized the word, which means you have a lexical construction for it, so you could just as well tag",probability of entering.,"belief(39), ontology(25), net(23), robert(22), decisions(17), german(16), discourse(15), decision(14), - net(13), bhaskara(13), context(11), johno(11), nancy(11), smartkom(11), xml(11), endpoint(11), keith(11), guys(9), notion(9), constructions(9)","[Bed010] the belief - net and the decisions now, which would be fine, it's probably
[Bed009] There's a first cut at a belief - net that that doesn't it isn't fully uh instantiated, and in particular some of the the combination rules and ways of getting the the conditional probabilities aren't there.
[Bed002] the y you know, belief - net package and tell us what it is, and give us a pointer so we can play with it or something.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000037/2953,icsi,Val,fe008,Btr001,"Speaker 5: OK.
User: Yeah.
Speaker 5: One thing that I remember being really difficult at the beginning and it got easier as we went along was, um, acronyms and technical terms. Um, because there are so many and
Speaker 3: Mm - hmm.
Speaker 5: it's a field that I'm not really l very I don't know, I don't know very much about this kind of stuff computers and speech recognition. I've never taken classes on it or anything, so. I found that really hard.","Parentheses, meaning uncertainty.","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000174/4274,icsi,Val,me011,Bns001,"Speaker 2: Yep!
User: Thanks very much.
Speaker 2: OK. You have to stay all the time here?
User: I don't have to Um.
Speaker 2: But ch you wanna do?",And uh Uh.,"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)","[Bmr005] and I haven't I don't what I'm working on was working on was getting it to a form where we can import it into the user interface that we have, into Transcriber.
[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bmr006] Yeah, I I should've checked with Jane first, but the ch the form has changed.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000217/38578,icsi,Train,me013,Bro004,"Speaker 3: know soon.
User: maybe it's not making too much difference,
Speaker 3: Maybe.
User: but but yeah.
Speaker 3: I don't know.","Uh, OK.","overlaps(17), jane(12), ibm(12), jose(12), discussion(10), list(10), other hand(8), training(8), spanish(8), dan(7), andreas(7), event(7), overlap(7), agenda(7), plp(7), uw(6), energy(6), forty - five minutes(6), htk(6), phone(6)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bsr001] at any level can have access to all of it so you guys can have it, UW can have it, we can have it, and IBM can have it, and
[Bmr007] I did have this other agenda item which is, uh @ @ it's uh a list which I sent to uh a couple folks,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
